線番号,1,電圧(V)/Ch167/Cy000002/C,2,電圧(V)/Ch168/Cy000002/C,3,電圧(V)/Ch169/Cy000002/C,4,電圧(V)/Ch170/Cy000002/C,5,電圧(V)/Ch171/Cy000002/C,6,電圧(V)/Ch172/Cy000002/C,7,電圧(V)/Ch185/Cy000002/C,8,電圧(V)/Ch186/Cy000002/C,9,電圧(V)/Ch187/Cy000002/C,10,電圧(V)/Ch188/Cy000002/C,11,電圧(V)/Ch189/Cy000002/C,12,電圧(V)/Ch190/Cy000002/C,13,電圧(V)/Ch191/Cy000002/C,14,電圧(V)/Ch192/Cy000002/C,15,電圧(V)/Ch193/Cy000002/C,16,電圧(V)/Ch195/Cy000002/C,17,電圧(V)/Ch196/Cy000002/C,,,,,,電圧(V)/Ch167/Cy000002/C,,電圧(V)/Ch168/Cy000002/C,,電圧(V)/Ch169/Cy000002/C,,電圧(V)/Ch170/Cy000002/C,,電圧(V)/Ch171/Cy000002/C,,電圧(V)/Ch172/Cy000002/C,,電圧(V)/Ch185/Cy000002/C,,電圧(V)/Ch186/Cy000002/C,,電圧(V)/Ch187/Cy000002/C,,電圧(V)/Ch188/Cy000002/C,,電圧(V)/Ch189/Cy000002/C,,電圧(V)/Ch190/Cy000002/C,,電圧(V)/Ch191/Cy000002/C,,電圧(V)/Ch192/Cy000002/C,,電圧(V)/Ch193/Cy000002/C,,電圧(V)/Ch195/Cy000002/C,,電圧(V)/Ch196/Cy000002/C,
2458,,,,,,,,,,,,,,,5.39094,0.3008,,,5.39678,0.2862,5.37253,0.4434,5.2083,1.4276,5.33783,0.6578,5.33182,0.662,,,5.24298,1.1484,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946190623,0.3008,0,0,0.95089067,0.2862,0.94968509,0.4434,0.999692892,1.4276,0.951948096,0.6578,0.950969551,0.662,0,0,0.992496148,1.1484,0,0
2459,,,,,,,,,,,,,,,5.39309,0.3018,,,5.39803,0.287,5.37476,0.4444,5.20865,1.4442,5.34005,0.66,5.3339,0.6638,,,5.24361,1.152,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94656798,0.3018,0,0,0.951110915,0.287,0.95007928,0.4444,0.999760072,1.4442,0.952344011,0.66,0.951340534,0.6638,0,0,0.992615407,1.152,0,0
2460,,,,,,,,,,,,,,,5.39531,0.3028,,,5.40018,0.2886,5.37691,0.4454,5.20893,1.4612,5.34227,0.662,5.33626,0.666,,,5.24479,1.1584,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946957624,0.3028,0,0,0.951489737,0.2886,0.950459329,0.4454,0.999813816,1.4612,0.952739925,0.662,0.951761458,0.666,0,0,0.992838781,1.1584,0,0
2461,,,,,,,,,,,,,,,5.3974,0.304,,,5.40241,0.29,5.37899,0.4464,5.20927,1.4812,5.34317,0.663,5.33835,0.6678,,,5.24569,1.1634,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94732445,0.304,0,0,0.951882654,0.29,0.950827004,0.4464,0.999879076,1.4812,0.952900431,0.663,0.952134225,0.6678,0,0,0.993009151,1.1634,0,0
2462,,,,,,,,,,,,,,,5.39948,0.305,,,5.40449,0.2914,5.38115,0.4474,5.20955,1.498,5.34442,0.6642,5.3405,0.6698,,,5.24659,1.1686,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947689521,0.305,0,0,0.952249141,0.2914,0.95120882,0.4474,0.99993282,1.498,0.953123356,0.6642,0.952517693,0.6698,0,0,0.993179521,1.1686,0,0
2463,,,,,,,,,,,,,,,5.40157,0.306,,,5.40664,0.2928,5.3833,0.4484,5.2099,1.5144,5.34658,0.6662,5.34259,0.6718,,,5.24777,1.1754,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948056347,0.306,0,0,0.952627962,0.2928,0.951588869,0.4484,1,1.5144,0.95350857,0.6662,0.95289046,0.6718,0,0,0.993402895,1.1754,0,0
2464,,,,,,,,,,,,,,,5.40365,0.307,,,5.40873,0.2942,5.38552,0.4496,,,5.3488,0.6684,5.34467,0.6738,,,5.24833,1.1788,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948421418,0.307,0,0,0.952996212,0.2942,0.951981291,0.4496,0,0,0.953904485,0.6684,0.953261443,0.6738,0,0,0.993508903,1.1788,0,0
2465,,,,,,,,,,,,,,,5.404,0.3072,,,5.41081,0.2958,5.38733,0.4504,,,5.35102,0.6706,5.34682,0.6758,,,5.24986,1.188,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948482849,0.3072,0,0,0.953362699,0.2958,0.952301239,0.4504,0,0,0.954300399,0.6706,0.953644912,0.6758,0,0,0.993798532,1.188,0,0
2466,,,,,,,,,,,,,,,5.4058,0.308,,,5.41144,0.2962,5.3876,0.4506,,,5.35317,0.6728,5.3471,0.676,,,5.25013,1.1898,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948798776,0.308,0,0,0.953473703,0.2962,0.952348966,0.4506,0,0,0.95468383,0.6728,0.953694852,0.676,0,0,0.993849643,1.1898,0,0
2467,,,,,,,,,,,,,,,5.40789,0.3092,,,5.41297,0.2972,5.38969,0.4514,,,5.35345,0.6732,5.34891,0.6778,,,5.25194,1.2012,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949165602,0.3092,0,0,0.953743283,0.2972,0.952718409,0.4514,0,0,0.954733765,0.6732,0.954017679,0.6778,0,0,0.994192276,1.2012,0,0
2468,,,,,,,,,,,,,,,5.41004,0.3102,,,5.41512,0.2986,5.39177,0.4524,,,5.35526,0.675,5.35106,0.6798,,,5.25374,1.213,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949542959,0.3102,0,0,0.954122104,0.2986,0.953086084,0.4524,0,0,0.955056561,0.675,0.954401147,0.6798,0,0,0.994533016,1.213,0,0
2469,,,,,,,,,,,,,,,5.41212,0.3114,,,5.4172,0.3002,5.39385,0.4536,,,5.35734,0.677,5.35335,0.6822,,,5.25402,1.215,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94990803,0.3114,0,0,0.954488591,0.3002,0.953453759,0.4536,0,0,0.955427508,0.677,0.954809586,0.6822,0,0,0.99458602,1.215,0,0
2470,,,,,,,,,,,,,,,5.41428,0.3124,,,5.4195,0.3018,5.39601,0.4546,,,5.35949,0.6794,5.35544,0.6842,,,5.25555,1.2252,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950287142,0.3124,0,0,0.954893842,0.3018,0.953835575,0.4546,0,0,0.955810938,0.6794,0.955182353,0.6842,0,0,0.994875649,1.2252,0,0
2471,,,,,,,,,,,,,,,5.41643,0.3136,,,5.42158,0.3034,5.39809,0.4556,,,5.36165,0.6814,5.35718,0.686,,,5.25617,1.2292,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9506645,0.3136,0,0,0.955260329,0.3034,0.95420325,0.4556,0,0,0.956196152,0.6814,0.955492694,0.686,0,0,0.994993015,1.2292,0,0
2472,,,,,,,,,,,,,,,5.41858,0.3148,,,5.42367,0.305,5.40024,0.4566,,,5.36317,0.6832,5.35752,0.6862,,,5.25708,1.2354,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951041857,0.3148,0,0,0.955628579,0.305,0.954583299,0.4566,0,0,0.956467229,0.6832,0.955553336,0.6862,0,0,0.995165278,1.2354,0,0
2473,,,,,,,,,,,,,,,5.42074,0.316,,,5.42547,0.3062,5.40232,0.4576,,,5.3638,0.6838,5.35961,0.6884,,,5.25826,1.2444,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951420969,0.316,0,0,0.955945732,0.3062,0.954950974,0.4576,0,0,0.956579583,0.6838,0.955926103,0.6884,0,0,0.995388652,1.2444,0,0
2474,,,,,,,,,,,,,,,5.42289,0.3172,,,5.42582,0.3064,5.40448,0.4586,,,5.36595,0.686,5.36169,0.6908,,,5.25853,1.2464,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951798326,0.3172,0,0,0.9560074,0.3064,0.95533279,0.4586,0,0,0.956963014,0.686,0.956297086,0.6908,0,0,0.995439763,1.2464,0,0
2475,,,,,,,,,,,,,,,5.42505,0.3184,,,5.42811,0.3082,5.40663,0.4598,,,5.3681,0.6884,5.36378,0.6928,,,5.26006,1.2578,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952177439,0.3184,0,0,0.956410889,0.3082,0.955712839,0.4598,0,0,0.957346445,0.6884,0.956669853,0.6928,0,0,0.995729392,1.2578,0,0
2476,,,,,,,,,,,,,,,5.4272,0.3196,,,5.4302,0.3098,5.40788,0.4604,,,5.37026,0.6908,5.36586,0.695,,,5.26034,1.26,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952554796,0.3196,0,0,0.956779138,0.3098,0.955933797,0.4604,0,0,0.957731659,0.6908,0.957040837,0.695,0,0,0.995782396,1.26,0,0
2477,,,,,,,,,,,,,,,5.42942,0.321,,,5.43228,0.3114,5.40878,0.4608,,,5.37241,0.6932,5.36697,0.6962,,,5.26159,1.2692,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952944439,0.321,0,0,0.957145626,0.3114,0.956092887,0.4608,0,0,0.95811509,0.6932,0.957238813,0.6962,0,0,0.996019021,1.2692,0,0
2478,,,,,,,,,,,,,,,5.43157,0.3222,,,5.43436,0.313,5.41093,0.4618,,,5.37449,0.6954,5.36815,0.6974,,,5.26249,1.2768,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953321796,0.3222,0,0,0.957512113,0.313,0.956472936,0.4618,0,0,0.958486037,0.6954,0.957449275,0.6974,0,0,0.996189391,1.2768,0,0
2479,,,,,,,,,,,,,,,5.4338,0.3236,,,5.43652,0.3146,5.41309,0.4628,,,5.37665,0.6978,5.37024,0.6996,,,5.26277,1.2792,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953713195,0.3236,0,0,0.957892697,0.3146,0.956854752,0.4628,0,0,0.958871251,0.6978,0.957822042,0.6996,0,0,0.996242395,1.2792,0,0
2480,,,,,,,,,,,,,,,5.43609,0.3248,,,5.43853,0.3162,5.41524,0.464,,,5.3788,0.7004,5.3726,0.7022,,,5.26402,1.2894,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954115124,0.3248,0,0,0.95824685,0.3162,0.957234801,0.464,0,0,0.959254682,0.7004,0.958242966,0.7022,0,0,0.99647902,1.2894,0,0
2481,,,,,,,,,,,,,,,5.43831,0.3262,,,5.43888,0.3164,5.41739,0.465,,,5.38095,0.7028,5.37468,0.7044,,,5.26464,1.2944,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954504767,0.3262,0,0,0.958308519,0.3164,0.95761485,0.465,0,0,0.959638113,0.7028,0.958613949,0.7044,0,0,0.996596386,1.2944,0,0
2482,,,,,,,,,,,,,,,5.43991,0.3272,,,5.44117,0.3182,5.41961,0.4662,,,5.38123,0.7032,5.37621,0.7062,,,5.2652,1.3002,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954785591,0.3272,0,0,0.958712008,0.3182,0.958007272,0.4662,0,0,0.959688048,0.7032,0.958886836,0.7062,0,0,0.996702394,1.3002,0,0
2483,,,,,,,,,,,,,,,5.44053,0.3276,,,5.44326,0.3198,5.42177,0.4672,,,5.38303,0.7052,5.37677,0.7068,,,5.26645,1.3106,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95489441,0.3276,0,0,0.959080257,0.3198,0.958389089,0.4672,0,0,0.96000906,0.7052,0.958986716,0.7068,0,0,0.996939019,1.3106,0,0
2484,,,,,,,,,,,,,,,5.44276,0.329,,,5.44541,0.3216,5.42399,0.4682,,,5.38519,0.7078,5.37892,0.7092,,,5.26673,1.3132,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955285809,0.329,0,0,0.959459078,0.3216,0.958781511,0.4682,0,0,0.960394274,0.7078,0.959370184,0.7092,0,0,0.996992023,1.3132,0,0
2485,,,,,,,,,,,,,,,5.44498,0.3304,,,5.44749,0.3234,5.42628,0.4694,,,5.38727,0.7102,5.381,0.7116,,,5.26756,1.3214,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955675452,0.3304,0,0,0.959825566,0.3234,0.959186307,0.4694,0,0,0.960765221,0.7102,0.959741168,0.7116,0,0,0.997149142,1.3214,0,0
2486,,,,,,,,,,,,,,,5.44713,0.3318,,,5.44958,0.325,5.42816,0.4704,,,5.38942,0.7128,5.38316,0.714,,,5.26874,1.3328,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956052809,0.3318,0,0,0.960193816,0.325,0.959518629,0.4704,0,0,0.961148652,0.7128,0.96012642,0.714,0,0,0.997372516,1.3328,0,0
2487,,,,,,,,,,,,,,,5.44928,0.3334,,,5.45104,0.3262,5.4285,0.4704,,,5.38998,0.7136,5.38524,0.7164,,,5.26909,1.3358,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956430166,0.3334,0,0,0.960451062,0.3262,0.959578729,0.4704,0,0,0.961248522,0.7136,0.960497403,0.7164,0,0,0.997438771,1.3358,0,0
2488,,,,,,,,,,,,,,,5.45144,0.3348,,,5.45166,0.3268,5.43073,0.4716,,,5.39158,0.7154,5.38733,0.7188,,,5.26999,1.3452,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956809278,0.3348,0,0,0.960560303,0.3268,0.959972919,0.4716,0,0,0.961533866,0.7154,0.96087017,0.7188,0,0,0.997609141,1.3452,0,0
2489,,,,,,,,,,,,,,,5.45366,0.3364,,,5.45375,0.3286,5.43295,0.4728,,,5.39366,0.718,5.38948,0.7214,,,5.27117,1.358,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957198922,0.3364,0,0,0.960928553,0.3286,0.960365342,0.4728,0,0,0.961904813,0.718,0.961253638,0.7214,0,0,0.997832515,1.358,0,0
2490,,,,,,,,,,,,,,,5.45491,0.3372,,,5.45583,0.3304,5.43517,0.4738,,,5.39581,0.7208,5.39163,0.724,,,5.27242,1.3706,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957418315,0.3372,0,0,0.96129504,0.3304,0.960757764,0.4738,0,0,0.962288244,0.7208,0.961637107,0.724,0,0,0.99806914,1.3706,0,0
2491,,,,,,,,,,,,,,,5.45581,0.338,,,5.45798,0.3322,5.43732,0.475,,,5.39797,0.7236,5.39344,0.7264,,,5.27332,1.3804,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957576279,0.338,0,0,0.961673861,0.3322,0.961137813,0.475,0,0,0.962673458,0.7236,0.961959934,0.7264,0,0,0.99823951,1.3804,0,0
2492,,,,,,,,,,,,,,,5.45804,0.3396,,,5.46007,0.334,5.43947,0.476,,,5.40012,0.7264,5.39372,0.7266,,,5.2736,1.3838,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957967677,0.3396,0,0,0.962042111,0.334,0.961517861,0.476,0,0,0.963056889,0.7264,0.962009874,0.7266,0,0,0.998292514,1.3838,0,0
2493,,,,,,,,,,,,,,,5.46012,0.341,,,5.46215,0.336,5.44163,0.4772,,,5.40227,0.729,5.39587,0.7292,,,5.2745,1.3946,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958332748,0.341,0,0,0.962408598,0.336,0.961899678,0.4772,0,0,0.963440319,0.729,0.962393342,0.7292,0,0,0.998462884,1.3946,0,0
2494,,,,,,,,,,,,,,,5.46227,0.3426,,,5.46243,0.3362,5.44385,0.4782,,,5.40435,0.7318,5.39796,0.732,,,5.2754,1.4052,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958710105,0.3426,0,0,0.962457933,0.3362,0.9622921,0.4782,0,0,0.963811266,0.7318,0.962766109,0.732,0,0,0.998633254,1.4052,0,0
2495,,,,,,,,,,,,,,,5.46442,0.344,,,5.46445,0.338,5.446,0.4794,,,5.40588,0.7338,5.40004,0.7346,,,5.2763,1.4166,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959087463,0.344,0,0,0.962813849,0.338,0.962672149,0.4794,0,0,0.964084127,0.7338,0.963137093,0.7346,0,0,0.998803624,1.4166,0,0
2496,,,,,,,,,,,,,,,5.46651,0.3456,,,5.4666,0.34,5.44788,0.4804,,,5.40644,0.7346,5.40157,0.7364,,,5.27721,1.4276,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959454289,0.3456,0,0,0.96319267,0.34,0.96300447,0.4804,0,0,0.964183997,0.7346,0.963409979,0.7364,0,0,0.998975887,1.4276,0,0
2497,,,,,,,,,,,,,,,5.46866,0.3472,,,5.46868,0.342,5.44822,0.4806,,,5.40859,0.7376,5.40219,0.737,,,5.27748,1.4314,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959831646,0.3472,0,0,0.963559158,0.342,0.963064571,0.4806,0,0,0.964567428,0.7376,0.963520561,0.737,0,0,0.999026998,1.4314,0,0
2498,,,,,,,,,,,,,,,5.47075,0.349,,,5.47077,0.344,5.4503,0.4816,,,5.41074,0.7404,5.40442,0.7398,,,5.27811,1.439,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960198472,0.349,0,0,0.963927407,0.344,0.963432246,0.4816,0,0,0.964950858,0.7404,0.963918298,0.7398,0,0,0.999146257,1.439,0,0
2499,,,,,,,,,,,,,,,5.47283,0.3504,,,5.47285,0.3458,5.45246,0.4828,,,5.41283,0.7434,5.40657,0.7422,,,5.27901,1.4512,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960563543,0.3504,0,0,0.964293895,0.3458,0.963814063,0.4828,0,0,0.965323589,0.7434,0.964301766,0.7422,0,0,0.999316627,1.4512,0,0
2500,,,,,,,,,,,,,,,5.47491,0.3522,,,5.47313,0.3462,5.45461,0.484,,,5.4131,0.7438,5.40865,0.7448,,,5.27964,1.459,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960928615,0.3522,0,0,0.96434323,0.3462,0.964194111,0.484,0,0,0.965371741,0.7438,0.96467275,0.7448,0,0,0.999435886,1.459,0,0
2501,,,,,,,,,,,,,,,5.477,0.3538,,,5.47494,0.348,5.45669,0.485,,,5.41491,0.7464,5.41018,0.7466,,,5.27991,1.463,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961295441,0.3538,0,0,0.964662144,0.348,0.964561786,0.485,0,0,0.965694536,0.7464,0.964945637,0.7466,0,0,0.999486997,1.463,0,0
2502,,,,,,,,,,,,,,,5.47922,0.3556,,,5.47716,0.35,5.45885,0.4862,,,5.41699,0.7492,5.41074,0.7474,,,5.28082,1.475,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961685084,0.3556,0,0,0.965053299,0.35,0.964943603,0.4862,0,0,0.966065483,0.7492,0.965045517,0.7474,0,0,0.99965926,1.475,0,0
2503,,,,,,,,,,,,,,,5.48109,0.3572,,,5.47924,0.3522,5.46093,0.4874,,,5.41908,0.7524,5.41289,0.75,,,5.28172,1.4882,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962013297,0.3572,0,0,0.965419787,0.3522,0.965311278,0.4874,0,0,0.966438213,0.7524,0.965428985,0.75,0,0,0.99982963,1.4882,0,0
2504,,,,,,,,,,,,,,,5.48144,0.3574,,,5.4814,0.3542,5.46301,0.4884,,,5.42026,0.754,5.41505,0.7528,,,5.28262,1.5014,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962074727,0.3574,0,0,0.96580037,0.3542,0.965678953,0.4884,0,0,0.966648654,0.754,0.965814237,0.7528,0,0,1,1.5014,0,0
2505,,,,,,,,,,,,,,,5.48353,0.3592,,,5.48327,0.3562,5.4651,0.4896,,,5.42123,0.7554,5.41713,0.7556,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962441554,0.3592,0,0,0.966129856,0.3562,0.966048395,0.4896,0,0,0.966821644,0.7554,0.966185221,0.7556,0,0,0,0,0,0
2506,,,,,,,,,,,,,,,5.48561,0.361,,,5.48362,0.3564,5.46662,0.4904,,,5.42352,0.759,5.41776,0.7566,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962806625,0.361,0,0,0.966191525,0.3564,0.966317081,0.4904,0,0,0.967230042,0.759,0.966297586,0.7566,0,0,0,0,0,0
2507,,,,,,,,,,,,,,,5.48783,0.3628,,,5.48591,0.3588,5.46718,0.4908,,,5.42574,0.7622,5.41921,0.7586,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963196268,0.3628,0,0,0.966595014,0.3588,0.96641607,0.4908,0,0,0.967625957,0.7622,0.966556204,0.7586,0,0,0,0,0,0
2508,,,,,,,,,,,,,,,5.48998,0.3646,,,5.488,0.3608,5.4694,0.492,,,5.42692,0.764,5.42137,0.7616,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963573625,0.3646,0,0,0.966963263,0.3608,0.966808493,0.492,0,0,0.967836398,0.764,0.966941456,0.7616,0,0,0,0,0,0
2509,,,,,,,,,,,,,,,5.49207,0.3666,,,5.49008,0.3632,5.47162,0.4932,,,5.42804,0.7656,5.42345,0.7648,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963940451,0.3666,0,0,0.967329751,0.3632,0.967200915,0.4932,0,0,0.968036139,0.7656,0.967312439,0.7648,0,0,0,0,0,0
2510,,,,,,,,,,,,,,,5.49297,0.3674,,,5.49216,0.3652,5.47371,0.4944,,,5.43012,0.7688,5.4247,0.7668,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964098415,0.3674,0,0,0.967696238,0.3652,0.967570358,0.4944,0,0,0.968407086,0.7688,0.967535386,0.7668,0,0,0,0,0,0
2511,,,,,,,,,,,,,,,5.49415,0.3684,,,5.493,0.3662,5.47579,0.4956,,,5.4322,0.772,5.42561,0.768,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964305522,0.3684,0,0,0.967844243,0.3662,0.967938033,0.4956,0,0,0.968778033,0.772,0.967697691,0.768,0,0,0,0,0,0
2512,,,,,,,,,,,,,,,5.49623,0.3704,,,5.49425,0.3674,5.47801,0.497,,,5.43366,0.7744,5.42776,0.7714,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964670594,0.3704,0,0,0.968064488,0.3674,0.968330455,0.497,0,0,0.969038409,0.7744,0.96808116,0.7714,0,0,0,0,0,0
2513,,,,,,,,,,,,,,,5.49839,0.3724,,,5.49633,0.3698,5.48017,0.4982,,,5.43456,0.7758,5.42984,0.7746,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965049706,0.3724,0,0,0.968430975,0.3698,0.968712271,0.4982,0,0,0.969198915,0.7758,0.968452143,0.7746,0,0,0,0,0,0
2514,,,,,,,,,,,,,,,5.50054,0.3744,,,5.49842,0.3722,5.48225,0.4996,,,5.43692,0.7796,5.43137,0.777,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965427063,0.3744,0,0,0.968799225,0.3722,0.969079946,0.4996,0,0,0.969619797,0.7796,0.96872503,0.777,0,0,0,0,0,0
2515,,,,,,,,,,,,,,,5.50263,0.3764,,,5.50057,0.3746,5.48343,0.5004,,,5.43901,0.783,5.432,0.778,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965793889,0.3764,0,0,0.969178046,0.3746,0.969288531,0.5004,0,0,0.969992528,0.783,0.968837395,0.778,0,0,0,0,0,0
2516,,,,,,,,,,,,,,,5.50353,0.3774,,,5.5021,0.3762,5.48433,0.501,,,5.43991,0.7846,5.43408,0.7814,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965951853,0.3774,0,0,0.969447626,0.3762,0.969447621,0.501,0,0,0.970153033,0.7846,0.969208379,0.7814,0,0,0,0,0,0
2517,,,,,,,,,,,,,,,5.50478,0.3786,,,5.50272,0.377,5.48642,0.5022,,,5.44109,0.7866,5.4363,0.785,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966171246,0.3786,0,0,0.969556867,0.377,0.969817064,0.5022,0,0,0.970363475,0.7866,0.969604332,0.785,0,0,0,0,0,0
2518,,,,,,,,,,,,,,,5.50686,0.3804,,,5.50509,0.3796,5.48857,0.5034,,,5.44317,0.79,5.43749,0.787,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966536318,0.3804,0,0,0.969974452,0.3796,0.970197113,0.5034,0,0,0.970734422,0.79,0.969816577,0.787,0,0,0,0,0,0
2519,,,,,,,,,,,,,,,5.50902,0.3826,,,5.50738,0.3824,5.49072,0.505,,,5.44526,0.7936,5.43839,0.7884,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96691543,0.3826,0,0,0.97037794,0.3824,0.970577161,0.505,0,0,0.971107152,0.7936,0.969977099,0.7884,0,0,0,0,0,0
2520,,,,,,,,,,,,,,,5.51117,0.3848,,,5.50953,0.385,5.4928,0.5062,,,5.44588,0.7946,5.44047,0.7918,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967292787,0.3848,0,0,0.970756762,0.385,0.970944836,0.5062,0,0,0.971217723,0.7946,0.970348082,0.7918,0,0,0,0,0,0
2521,,,,,,,,,,,,,,,5.51325,0.387,,,5.51078,0.3864,5.49496,0.5078,,,5.44734,0.7972,5.44263,0.7954,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967657858,0.387,0,0,0.970977006,0.3864,0.971326653,0.5078,0,0,0.971478099,0.7972,0.970733334,0.7954,0,0,0,0,0,0
2522,,,,,,,,,,,,,,,5.51388,0.3876,,,5.51169,0.3874,5.49704,0.5092,,,5.4497,0.8012,5.44353,0.797,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967768433,0.3876,0,0,0.971137345,0.3874,0.971694328,0.5092,0,0,0.971898981,0.8012,0.970893856,0.797,0,0,0,0,0,0
2523,,,,,,,,,,,,,,,5.51541,0.3892,,,5.51405,0.3902,5.49891,0.5104,,,5.45179,0.805,5.44478,0.799,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96803697,0.3892,0,0,0.971553167,0.3902,0.972024882,0.5104,0,0,0.972271712,0.805,0.971116803,0.799,0,0,0,0,0,0
2524,,,,,,,,,,,,,,,5.51749,0.3914,,,5.51634,0.3932,5.49919,0.5106,,,5.45387,0.8086,5.44693,0.8028,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968402042,0.3914,0,0,0.971956656,0.3932,0.972074376,0.5106,0,0,0.972642659,0.8086,0.971500271,0.8028,0,0,0,0,0,0
2525,,,,,,,,,,,,,,,5.51964,0.3936,,,5.51849,0.3958,5.50134,0.5122,,,5.45623,0.813,5.44909,0.8066,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968779399,0.3936,0,0,0.972335477,0.3958,0.972454425,0.5122,0,0,0.973063541,0.813,0.971885523,0.8066,0,0,0,0,0,0
